wild_graphs_squared/355px-Moser_spindle_pseudotriangulation.svg.png,H,1.0
wild_graphs_squared/4-Figure3.2-1.png,R,9.163792e-29
wild_graphs_squared/JjUiW.png,H,0.9999975
wild_graphs_squared/Unknown-1.png,H,0.9998747
wild_graphs_squared/Unknown.png,H,1.0
wild_graphs_squared/barnette.png,R,1.0069328e-14
wild_graphs_squared/images-1.png,H,0.9999951
wild_graphs_squared/images-2.png,T,2.1424799e-14
wild_graphs_squared/images-3.png,V,0.0
wild_graphs_squared/images-4.png,T,0.0035284106
wild_graphs_squared/images.png,V,0.028277153
